id,proprietary_institution,address,line,area,유형분류,현재 사용현황,향후 사용계획 및 추진사항,plan_category,capacity,land_category,realty_price,sys_connection,insolation,generation_quantity,economic_feasibility,result,pca_x,pca_y
19117,강원본부,충청북도 단양군 매포읍 상시리 106-2,중앙선,1385,기타,미사용,계획 없음,계획없음,106.0, ,4780.0,가능,3.15,1991745.0,382649.0,2,3.4778994128325937,-1.2459949854222678
19118,강원본부,충청북도 단양군 매포읍 상시리 109-2,중앙선,605,기타,미사용,계획 없음,계획없음,46.0, ,5110.0,가능,3.15,864344.0,166859.0,0,0.4664801593183295,-1.1633665633596213
19119,강원본부,충청북도 단양군 매포읍 상시리 115-2,중앙선,354,기타,미사용,계획 없음,계획없음,27.0, ,6170.0,가능,3.15,507328.0,92566.0,0,-0.5116672944364007,-1.1215808185853315
19120,강원본부,충청북도 단양군 매포읍 상시리 116-2,중앙선,36,기타,미사용,계획 없음,계획없음,2.0, ,6170.0,가능,3.15,37571.0,6855.0,0,-1.745270816256903,-1.0896262334349351
19121,강원본부,충청북도 단양군 매포읍 상시리 142-1,중앙선,30,기타,미사용,계획 없음,계획없음,2.0, ,2670.0,가능,3.15,37571.0,6855.0,0,-1.749088986036637,-1.146813723725339
19122,강원본부,충청북도 단양군 매포읍 상시리 145-1,중앙선,13,기타,미사용,계획 없음,계획없음,1.0, ,5110.0,가능,3.15,18794.0,3429.0,0,-1.804271259645669,-1.1050923296187376
19123,강원본부,충청북도 단양군 매포읍 상시리 145-5,중앙선,747,기타,미사용,계획 없음,계획없음,57.0, ,5110.0,가능,3.15,1071030.0,206760.0,2,1.0186597434414992,-1.177430270627727
19124,강원본부,충청북도 단양군 매포읍 상시리 146-1,중앙선,152,기타,미사용,계획 없음,계획없음,11.0, ,5110.0,가능,3.15,206684.0,37711.0,0,-1.298971141296864,-1.1186762668500085
19125,강원본부,충청북도 단양군 매포읍 상시리 147-1,중앙선,46,기타,미사용,계획 없음,계획없음,3.0, ,5110.0,가능,3.15,56371.0,10285.0,0,-1.6979802016455006,-1.1081624841017879
19126,강원본부,충청북도 단양군 매포읍 상시리 147-2,중앙선,56,기타,미사용,계획 없음,계획없음,4.0, ,6170.0,가능,3.15,75158.0,13713.0,0,-1.6520492108046894,-1.091812809179445
19127,강원본부,충청북도 단양군 매포읍 상시리 148-1,중앙선,169,기타,미사용,계획 없음,계획없음,13.0, ,6260.0,가능,3.15,244265.0,44568.0,0,-1.2095051553655167,-1.1017350108892474
19128,강원본부,충청북도 단양군 매포읍 상시리 148-2,중앙선,23,기타,미사용,계획 없음,계획없음,1.0, ,6330.0,가능,3.15,18794.0,3429.0,0,-1.7949815805373337,-1.0856957747735556
19129,강원본부,충청북도 단양군 매포읍 상시리 148-4,중앙선,60,기타,미사용,계획 없음,계획없음,4.0, ,6170.0,가능,3.15,75158.0,13713.0,0,-1.648023819222623,-1.092084600537271
19133,강원본부,충청북도 단양군 매포읍 상시리 179-3,중앙선,93,기타,미사용,계획 없음,계획없음,7.0, ,5110.0,가능,3.15,131530.0,23998.0,0,-1.5045121606130987,-1.113011655705412
19134,강원본부,충청북도 단양군 매포읍 상시리 179-4,중앙선,50,기타,미사용,계획 없음,계획없음,3.0, ,5110.0,가능,3.15,56371.0,10285.0,0,-1.693954810063434,-1.1084342754596135
19135,강원본부,충청북도 단양군 매포읍 상시리 179-5,중앙선,215,기타,미사용,계획 없음,계획없음,16.0, ,7450.0,가능,3.15,300646.0,54855.0,0,-1.054325633194439,-1.0865196730993378
19136,강원본부,충청북도 단양군 매포읍 상시리 179-6,중앙선,165,기타,미사용,계획 없음,계획없음,12.0, ,5110.0,가능,3.15,225482.0,41141.0,0,-1.2493350794835636,-1.1199732763745796
19137,강원본부,충청북도 단양군 매포읍 상시리 179-7,중앙선,99,기타,미사용,계획 없음,계획없음,7.0, ,5110.0,가능,3.15,131530.0,23998.0,0,-1.498474073239999,-1.1134193427421508
19138,강원본부,충청북도 단양군 매포읍 상시리 179-8,중앙선,17,기타,미사용,계획 없음,계획없음,1.0, ,5110.0,가능,3.15,18794.0,3429.0,0,-1.8002458680636022,-1.1053641209765632
19139,강원본부,충청북도 단양군 매포읍 상시리 253-5,중앙선,539,기타,미사용,계획 없음,계획없음,41.0, ,5110.0,가능,3.15,770389.0,148722.0,0,0.21402069467754384,-1.156875236644276
19140,강원본부,충청북도 단양군 매포읍 상시리 253-7,중앙선,36,기타,미사용,계획 없음,계획없음,2.0, ,5110.0,가능,3.15,37571.0,6855.0,0,-1.744598498357198,-1.1070693442825839
19142,강원본부,충청북도 단양군 매포읍 상시리 264-6,중앙선,1266,기타,미사용,계획 없음,계획없음,97.0, ,12600.0,가능,3.15,1822634.0,351855.0,2,3.0245013527447777,-1.1054962086265647
19144,강원본부,충청북도 단양군 매포읍 상시리 269-1,중앙선,1341,기타,미사용,계획 없음,계획없음,103.0, ,5110.0,가능,3.15,1935379.0,372720.0,2,3.3249733105979757,-1.2363107253432555
19146,강원본부,충청북도 단양군 매포읍 상시리 372-1,중앙선,289,기타,미사용,계획 없음,계획없음,22.0, ,6170.0,가능,3.15,413382.0,75425.0,0,-0.7597894273734518,-1.1150946283407488
19147,강원본부,충청북도 단양군 매포읍 상시리 375-1,중앙선,91,기타,미사용,계획 없음,계획없음,7.0, ,6170.0,가능,3.15,131530.0,23998.0,0,-1.5071971743038368,-1.0954326491788502
19148,강원본부,충청북도 단양군 매포읍 상시리 379-1,중앙선,283,기타,미사용,계획 없음,계획없음,21.0, ,2670.0,가능,3.15,394587.0,71996.0,0,-0.8001558798628366,-1.171868328793711
19149,강원본부,충청북도 단양군 매포읍 상시리 385-5,중앙선,73,기타,미사용,계획 없음,계획없음,5.0, ,5110.0,가능,3.15,93946.0,17141.0,0,-1.5977285096033786,-1.1108249777350967
19151,강원본부,충청북도 단양군 매포읍 상시리 397-3,중앙선,137,기타,미사용,계획 없음,계획없음,10.0, ,5110.0,가능,3.15,187902.0,34284.0,0,-1.3505996544680827,-1.1172429633146173
19152,강원본부,충청북도 단양군 매포읍 상시리 398-5,중앙선,71,기타,미사용,계획 없음,계획없음,5.0, ,10600.0,가능,3.15,93946.0,17141.0,0,-1.6032233047051483,-1.0203469324773224
19154,강원본부,충청북도 단양군 매포읍 상시리 산 33-2,중앙선,496,기타,미사용,계획 없음,계획없음,38.0, ,5110.0,가능,3.15,714020.0,137840.0,0,0.05912665793511219,-1.1527493529978592
19155,강원본부,충청북도 단양군 매포읍 상시리 산 33-3,중앙선,397,기타,미사용,계획 없음,계획없음,30.0, ,5110.0,가능,3.15,563701.0,108821.0,0,-0.33816016803057264,-1.1428115555631675
19157,강원본부,충청북도 단양군 매포읍 상시리 산 41-4,중앙선,99,기타,미사용,계획 없음,계획없음,7.0, ,5110.0,가능,3.15,131530.0,23998.0,0,-1.498474073239999,-1.1134193427421508
19158,강원본부,충청북도 단양군 매포읍 상시리 산 42-1,중앙선,1190,기타,미사용,계획 없음,계획없음,91.0, ,5110.0,가능,3.15,1709887.0,330090.0,2,2.7295182896481096,-1.221177779995181
19159,강원본부,충청북도 단양군 매포읍 상시리 산 7-2,중앙선,893,기타,미사용,계획 없음,계획없음,68.0, ,5110.0,가능,3.15,1277721.0,246661.0,2,1.5748679156091014,-1.1917657037861642
19162,강원본부,충청북도 단양군 매포읍 안동리 167-1,중앙선,2238,기타,미사용,계획 없음,계획없음,172.0, ,6100.0,가능,3.15,3231879.0,602857.0,2,6.727063401167821,-1.309931755483952
19163,강원본부,충청북도 단양군 매포읍 안동리 176-2,중앙선,863,기타,미사용,계획 없음,계획없음,66.0, ,2540.0,가능,3.15,1240139.0,239406.0,2,1.4718906633877247,-1.2312158893901188
19168,강원본부,충청북도 단양군 매포읍 안동리 296-2,중앙선,840,기타,미사용,계획 없음,계획없음,64.0, ,2400.0,가능,3.15,1202563.0,232152.0,2,1.3744237637023526,-1.2311540595339778
19169,강원본부,충청북도 단양군 매포읍 안동리 297-2,중앙선,251,기타,미사용,계획 없음,계획없음,19.0, ,2560.0,가능,3.15,357013.0,65140.0,0,-0.9053689032514196,-1.1706762170141882
19170,강원본부,충청북도 단양군 매포읍 안동리 342-1,중앙선,57,기타,미사용,계획 없음,계획없음,4.0, ,2670.0,가능,3.15,75158.0,13713.0,0,-1.6488229453158072,-1.1494759343460448
19171,강원본부,충청북도 단양군 매포읍 안동리 343-5,중앙선,295,기타,미사용,계획 없음,계획없음,22.0, ,2670.0,가능,3.15,413382.0,75425.0,0,-0.7515314224069864,-1.173097492704631
19172,강원본부,충청북도 단양군 매포읍 안동리 산 13-3,중앙선,99,기타,미사용,계획 없음,계획없음,7.0, ,346.0,가능,3.15,131530.0,23998.0,0,-1.4954524482643436,-1.191814606966868
19173,강원본부,충청북도 단양군 매포읍 안동리 산 13-4,중앙선,46,기타,미사용,계획 없음,계획없음,3.0, ,346.0,가능,3.15,56371.0,10285.0,0,-1.6949585766698452,-1.186557748326505
19174,강원본부,충청북도 단양군 매포읍 안동리 산 13-5,중앙선,496,기타,미사용,계획 없음,계획없음,38.0, ,346.0,가능,3.15,714020.0,137840.0,0,0.06214828291076768,-1.2311446172225764
19176,강원본부,충청북도 단양군 매포읍 안동리 산 17-1,중앙선,99,기타,미사용,계획 없음,계획없음,7.0, ,1620.0,가능,3.15,131530.0,23998.0,0,-1.4962604982683285,-1.170849962419788
19177,강원본부,충청북도 단양군 매포읍 안동리 산 27-2,중앙선,1785,기타,미사용,계획 없음,계획없음,137.0, ,346.0,가능,3.15,2574234.0,485972.0,2,5.0062122963585765,-1.3591558357803113
19178,강원본부,충청북도 단양군 매포읍 안동리 산 28-2,중앙선,198,기타,미사용,계획 없음,계획없음,15.0, ,6350.0,가능,3.15,281850.0,51426.0,0,-1.1072847810338584,-1.1030521245303084
19179,강원본부,충청북도 단양군 매포읍 영천리 313-2,중앙선,129,기타,미사용,계획 없음,계획없음,9.0, ,6930.0,가능,3.15,169113.0,30856.0,0,-1.3963459031510626,-1.0863359570451072
19182,강원본부,충청북도 단양군 매포읍 영천리 435-1,중앙선,674,기타,미사용,계획 없음,계획없음,51.0, ,6450.0,가능,3.15,958297.0,184997.0,0,0.7211108163380575,-1.1480109718012048
19183,강원본부,충청북도 단양군 매포읍 영천리 442-2,중앙선,943,기타,미사용,계획 없음,계획없음,72.0, ,2430.0,가능,3.15,1352874.0,261169.0,2,1.7757051618762034,-1.2408702060165848
19184,강원본부,충청북도 단양군 매포읍 영천리 444-2,중앙선,145,기타,미사용,계획 없음,계획없음,11.0, ,2860.0,가능,3.15,206684.0,37711.0,0,-1.304588486684031,-1.1552261031126911
19186,강원본부,충청북도 단양군 매포읍 영천리 446-5,중앙선,1452,기타,미사용,계획 없음,계획없음,111.0, ,3040.0,가능,3.15,2085685.0,399402.0,2,3.727838651189388,-1.2812746037004958
19187,강원본부,충청북도 단양군 매포읍 영천리 464-1,중앙선,488,기타,미사용,계획 없음,계획없음,37.0, ,2550.0,가능,3.15,695226.0,134211.0,0,0.015484225605003572,-1.1939313146865218
19188,강원본부,충청북도 단양군 매포읍 영천리 464-3,중앙선,47,기타,미사용,계획 없음,계획없음,3.0, ,3660.0,가능,3.15,56371.0,10285.0,0,-1.696054173604161,-1.1320912911196317
19189,강원본부,충청북도 단양군 매포읍 영천리 산 52-1,중앙선,198,기타,미사용,계획 없음,계획없음,15.0, ,3960.0,가능,3.15,281850.0,51426.0,0,-1.1057688944486745,-1.142381402762272
19195,강원본부,충청북도 단양군 매포읍 하시리 137-2,중앙선,559,기타,미사용,계획 없음,계획없음,43.0, ,7090.0,가능,3.15,807970.0,155976.0,0,0.3073047047467919,-1.126454550005426
19196,강원본부,충청북도 단양군 매포읍 하시리 233-1,중앙선,678,기타,미사용,계획 없음,계획없음,52.0, ,3300.0,가능,3.15,977086.0,188624.0,0,0.764339620442739,-1.2005198279808242
19197,강원본부,충청북도 단양군 매포읍 하시리 산 2-2,중앙선,1587,기타,미사용,계획 없음,계획없음,122.0, ,429.0,가능,3.15,2292384.0,435963.0,2,4.263487297093938,-1.3380387454931508
19198,강원본부,충청북도 단양군 매포읍 하시리 산 3-2,중앙선,893,기타,미사용,계획 없음,계획없음,68.0, ,429.0,가능,3.15,1277721.0,246661.0,2,1.5778368968246859,-1.268795139519981
19199,강원본부,충청북도 단양군 매포읍 하시리 산 4-2,중앙선,694,기타,미사용,계획 없음,계획없음,53.0, ,429.0,가능,3.15,995872.0,192251.0,0,0.8194657222708999,-1.2492529390931975
19200,강원본부,충청북도 단양군 매포읍 하시리 산 59-2,중앙선,694,기타,미사용,계획 없음,계획없음,53.0, ,4070.0,가능,3.15,995872.0,192251.0,0,0.8171563737116301,-1.189337498908018
19203,강원본부,충청북도 단양군 매포읍 하시리 산 5-2,중앙선,1091,기타,미사용,계획 없음,계획없음,83.0, ,429.0,가능,3.15,1559569.0,301071.0,2,2.3352010841904813,-1.2882694052008064
19205,강원본부,충청북도 단양군 매포읍 하시리 산 7-2,중앙선,1884,기타,미사용,계획 없음,계획없음,144.0, ,429.0,가능,3.15,2705772.0,509335.0,2,5.3594721182364555,-1.3674540107795663
19207,강원본부,경상북도 영주시 문수면 승문리 1265-2,중앙선,13,활용,미사용,계획 없음,계획없음,1.0, ,9900.0,가능,2.87,17123.0,3124.0,0,-1.8734272330871078,-1.7627371778849166
19208,강원본부,경상북도 영주시 문수면 승문리 1269-1,중앙선,205,활용,미사용,계획 없음,계획없음,15.0, ,5110.0,가능,2.87,256906.0,46874.0,0,-1.194628940486813,-1.8609729240498185
19209,강원본부,경상북도 영주시 문수면 승문리 1275-1,중앙선,23,활용,미사용,계획 없음,계획없음,1.0, ,5110.0,가능,2.87,17123.0,3124.0,0,-1.8603256383398785,-1.8422397703929143
19211,강원본부,경상북도 영주시 문수면 승문리 1286-1,중앙선,1570,활용,미사용,계획 없음,계획없음,120.0, ,3790.0,가능,2.87,2055210.0,391335.0,2,3.8534288445614737,-2.0221658085574514
19212,강원본부,경상북도 영주시 문수면 승문리 1287-2,중앙선,1528,활용,미사용,계획 없음,계획없음,117.0, ,3790.0,가능,2.87,2003837.0,382175.0,2,3.7084841034443596,-2.017934065808834
19213,강원본부,경상북도 영주시 문수면 승문리 1291-1,중앙선,17,활용,미사용,계획 없음,계획없음,1.0, ,478.0,가능,2.87,17123.0,3124.0,0,-1.8634258233437002,-1.9180551866074114
19214,강원본부,경상북도 영주시 문수면 승문리 1293-1,중앙선,575,활용,미사용,계획 없음,계획없음,44.0, ,3790.0,가능,2.87,753583.0,145477.0,0,0.2047317804013386,-1.9205213251278237
19215,강원본부,경상북도 영주시 문수면 승문리 1294-2,중앙선,23,활용,미사용,계획 없음,계획없음,1.0, ,3790.0,가능,2.87,17123.0,3124.0,0,-1.8594884122760946,-1.8639613801277224
19216,강원본부,경상북도 영주시 문수면 승문리 1294-3,중앙선,413,활용,미사용,계획 없음,계획없음,31.0, ,3790.0,가능,2.87,530937.0,102496.0,0,-0.4142302585597736,-1.9037500616391183
19218,강원본부,경상북도 영주시 문수면 승문리 1329-3,중앙선,50,활용,미사용,계획 없음,계획없음,3.0, ,5110.0,가능,2.87,51382.0,9375.0,0,-1.764213683770238,-1.8449837639801963
19219,강원본부,경상북도 영주시 문수면 승문리 1330-4,중앙선,46,활용,미사용,계획 없음,계획없음,3.0, ,5110.0,가능,2.87,51382.0,9375.0,0,-1.7682390753523045,-1.8447119726223706
19220,강원본부,경상북도 영주시 문수면 승문리 1331-3,중앙선,20,활용,미사용,계획 없음,계획없음,1.0, ,5110.0,가능,2.87,17123.0,3124.0,0,-1.8633446820264286,-1.8420359268745448
19222,강원본부,경상북도 영주시 문수면 승문리 1334,중앙선,69,활용,미사용,계획 없음,계획없음,5.0, ,5110.0,가능,2.87,85640.0,15625.0,0,-1.6761564902417185,-1.8471842508906338
19223,강원본부,경상북도 영주시 문수면 승문리 1335-1,중앙선,228,활용,미사용,계획 없음,계획없음,17.0, ,5110.0,가능,2.87,291153.0,53123.0,0,-1.1025567261779472,-1.8634454092918782
19225,강원본부,경상북도 영주시 문수면 승문리 1343,중앙선,2374,활용,미사용,계획 없음,계획없음,182.0, ,5110.0,가능,2.87,3117075.0,579750.0,2,6.780833041136653,-2.0836056331852144
19226,강원본부,경상북도 영주시 문수면 승문리 1344-2,중앙선,122,활용,미사용,계획 없음,계획없음,9.0, ,5110.0,가능,2.87,154137.0,28123.0,0,-1.484965708477951,-1.8526048169704514
19228,강원본부,경상북도 영주시 문수면 승문리 1387-3,중앙선,56,활용,미사용,계획 없음,계획없음,4.0, ,5110.0,가능,2.87,68508.0,12499.0,0,-1.7237125611022206,-1.845846292223123
19231,강원본부,경상북도 영주시 문수면 승문리 1401,중앙선,136,활용,미사용,계획 없음,계획없음,10.0, ,5110.0,가능,2.87,171266.0,31249.0,0,-1.4364052075993528,-1.854010762757916
19232,강원본부,경상북도 영주시 문수면 승문리 1403-4,중앙선,36,활용,미사용,계획 없음,계획없음,2.0, ,5110.0,가능,2.87,34257.0,6250.0,0,-1.8127682888944299,-1.843577702873428
19233,강원본부,경상북도 영주시 문수면 승문리 1698-1,중앙선,155,활용,미사용,계획 없음,계획없음,11.0, ,5110.0,가능,2.87,188395.0,34374.0,0,-1.3828163058276854,-1.8557565106879719
19234,강원본부,경상북도 영주시 문수면 승문리 1698-2,중앙선,423,활용,미사용,계획 없음,계획없음,32.0, ,5110.0,가능,2.87,548063.0,105802.0,0,-0.36993334799192235,-1.8831513154589268
19237,강원본부,경상북도 영주시 문수면 승문리 1779-1,중앙선,720,활용,미사용,계획 없음,계획없음,55.0, ,5110.0,가능,2.87,941970.0,181845.0,0,0.73559955009012,-1.9135292498906578
19238,강원본부,경상북도 영주시 문수면 승문리 1779-4,중앙선,675,활용,미사용,계획 없음,계획없음,51.0, ,5110.0,가능,2.87,873465.0,168620.0,0,0.5500272862090104,-1.9086981325137165
19239,강원본부,경상북도 영주시 문수면 승문리 1780-1,중앙선,456,활용,미사용,계획 없음,계획없음,35.0, ,5110.0,가능,2.87,599447.0,115722.0,0,-0.23150138148660007,-1.8867235451895352
19241,강원본부,경상북도 영주시 문수면 승문리 1807-1,중앙선,221,활용,미사용,계획 없음,계획없음,17.0, ,3790.0,가능,2.87,291153.0,53123.0,0,-1.1087639353827794,-1.884691384150491
19242,강원본부,경상북도 영주시 문수면 승문리 1808-1,중앙선,337,활용,미사용,계획 없음,계획없음,25.0, ,3790.0,가능,2.87,428170.0,78123.0,0,-0.7162908348351366,-1.896211441772984
19243,강원본부,경상북도 영주시 문수면 승문리 1809-1,중앙선,416,활용,미사용,계획 없음,계획없음,32.0, ,9150.0,가능,2.87,548063.0,105802.0,0,-0.379540202425452,-1.8161943901822575
19244,강원본부,경상북도 영주시 문수면 승문리 1810,중앙선,53,활용,미사용,계획 없음,계획없음,4.0, ,9900.0,가능,2.87,68508.0,12499.0,0,-1.7297697205808342,-1.7668193345913208
19245,강원본부,경상북도 영주시 문수면 승문리 1811-1,중앙선,80,활용,미사용,계획 없음,계획없음,6.0, ,9900.0,가능,2.87,102759.0,18749.0,0,-1.6336662189354945,-1.769563495871902
19248,강원본부,경상북도 영주시 문수면 승문리 528-5,중앙선,56,활용,미사용,계획 없음,계획없음,4.0, ,5280.0,가능,2.87,68508.0,12499.0,0,-1.723820385671041,-1.8430488121815185
19249,강원본부,경상북도 영주시 문수면 승문리 529-3,중앙선,122,활용,미사용,계획 없음,계획없음,9.0, ,5280.0,가능,2.87,154137.0,28123.0,0,-1.4850735330467715,-1.8498073369288477
19250,강원본부,경상북도 영주시 문수면 승문리 530-3,중앙선,46,활용,미사용,계획 없음,계획없음,3.0, ,3790.0,가능,2.87,51382.0,9375.0,0,-1.7674018492885208,-1.8664335823571787
19251,강원본부,경상북도 영주시 문수면 승문리 531-3,중앙선,23,활용,미사용,계획 없음,계획없음,1.0, ,5280.0,가능,2.87,17123.0,3124.0,0,-1.860433462908699,-1.8394422903513103
19252,강원본부,경상북도 영주시 문수면 승문리 531-4,중앙선,23,활용,미사용,계획 없음,계획없음,1.0, ,5280.0,가능,2.87,17123.0,3124.0,0,-1.860433462908699,-1.8394422903513103
19256,강원본부,경상북도 영주시 문수면 승문리 산 102-1,중앙선,198,활용,미사용,계획 없음,계획없음,15.0, ,445.0,가능,2.87,256906.0,46874.0,0,-1.1987145427345576,-1.937263432668229
19257,강원본부,경상북도 영주시 문수면 승문리 산 102-2,중앙선,60,활용,미사용,계획 없음,계획없음,4.0, ,445.0,가능,2.87,68508.0,12499.0,0,-1.7167283364992825,-1.9228842270755544
19258,강원본부,경상북도 영주시 문수면 승문리 산 103-2,중앙선,1686,활용,미사용,계획 없음,계획없음,129.0, ,455.0,가능,2.87,2209358.0,418803.0,2,4.2802933297606005,-2.0890619101512637
19259,강원본부,경상북도 영주시 문수면 승문리 산 103-4,중앙선,198,활용,미사용,계획 없음,계획없음,15.0, ,445.0,가능,2.87,256906.0,46874.0,0,-1.1987145427345576,-1.937263432668229
19260,강원본부,경상북도 영주시 문수면 승문리 산 111-2,중앙선,1785,활용,미사용,계획 없음,계획없음,137.0, ,577.0,가능,2.87,2346374.0,442956.0,2,4.652752715723936,-2.0974725789487665
19261,강원본부,경상북도 영주시 문수면 승문리 산 111-4,중앙선,198,활용,미사용,계획 없음,계획없음,15.0, ,577.0,가능,2.87,256906.0,46874.0,0,-1.1987982653409357,-1.9350912716947488
19262,강원본부,경상북도 영주시 문수면 승문리 산 112-2,중앙선,298,활용,미사용,계획 없음,계획없음,22.0, ,577.0,가능,2.87,376785.0,68747.0,0,-0.8569074536796982,-1.9450696686376625
19263,강원본부,경상북도 영주시 문수면 승문리 산 112-3,중앙선,1190,활용,미사용,계획 없음,계획없음,91.0, ,577.0,가능,2.87,1558534.0,300871.0,2,2.474053133784684,-2.0360195866471367
19267,강원본부,경상북도 영주시 문수면 승문리 산 213-1,중앙선,126,활용,미사용,계획 없음,계획없음,9.0, ,577.0,가능,2.87,154137.0,28123.0,0,-1.4780652064813915,-1.9274705908494032
19269,강원본부,경상북도 영주시 문수면 승문리 산 93-6,중앙선,99,활용,미사용,계획 없음,계획없음,7.0, ,445.0,가능,2.87,119889.0,21874.0,0,-1.5740797290584185,-1.926898488316497
19270,강원본부,경상북도 영주시 문수면 승문리 산 95-1,중앙선,595,활용,미사용,계획 없음,계획없음,45.0, ,445.0,가능,2.87,770706.0,148783.0,0,0.2620490850678074,-1.9773682401172998
19271,강원본부,경상북도 영주시 문수면 승문리 산 96-2,중앙선,73,활용,미사용,계획 없음,계획없음,5.0, ,445.0,가능,2.87,85640.0,15625.0,0,-1.6691722656387806,-1.9242221857430661
19272,강원본부,경상북도 영주시 문수면 승문리 산 96-3,중앙선,397,활용,미사용,계획 없음,계획없음,30.0, ,445.0,가능,2.87,513800.0,99188.0,0,-0.46329458499365417,-1.9572643147266653
19273,강원본부,경상북도 영주시 문수면 승문리 산 96-5,중앙선,69,활용,미사용,계획 없음,계획없음,5.0, ,445.0,가능,2.87,85640.0,15625.0,0,-1.673197657220847,-1.92395039438524
19274,강원본부,경상북도 영주시 문수면 승문리 산 97-1,중앙선,496,활용,미사용,계획 없음,계획없음,38.0, ,445.0,가능,2.87,650814.0,125638.0,0,-0.08309036900189257,-1.9675380276616605
19275,강원본부,경상북도 영주시 문수면 승문리 산 97-2,중앙선,99,활용,미사용,계획 없음,계획없음,7.0, ,445.0,가능,2.87,119889.0,21874.0,0,-1.5740797290584185,-1.926898488316497
19276,강원본부,경상북도 영주시 평은면 강동리 717-2,중앙선,109,활용,미사용,계획 없음,계획없음,8.0, ,3460.0,가능,3.01,143862.0,26248.0,0,-1.4908993832173405,-1.510036901356672
19277,강원본부,경상북도 영주시 평은면 강동리 729-2,중앙선,83,활용,미사용,계획 없음,계획없음,6.0, ,3460.0,가능,3.01,107893.0,19686.0,0,-1.5881364798046862,-1.5074028214828974
19278,강원본부,경상북도 영주시 평은면 강동리 730-1,중앙선,221,활용,미사용,계획 없음,계획없음,17.0, ,3460.0,가능,3.01,305687.0,55775.0,0,-1.0583935601036984,-1.5215511123012027
19279,강원본부,경상북도 영주시 평은면 강동리 732-2,중앙선,968,활용,미사용,계획 없음,계획없음,74.0, ,3460.0,가능,3.01,1330664.0,256882.0,2,1.7658532545111878,-1.596145002887723
19280,강원본부,경상북도 영주시 평은면 강동리 734-2,중앙선,20,활용,미사용,계획 없음,계획없음,1.0, ,3460.0,가능,3.01,17978.0,3280.0,0,-1.829215069372982,-1.5009534822214412
19281,강원본부,경상북도 영주시 평은면 강동리 735-2,중앙선,344,활용,미사용,계획 없음,계획없음,26.0, ,3460.0,가능,3.01,467534.0,85305.0,0,-0.6147938299514192,-1.5338122725868517
19282,강원본부,경상북도 영주시 평은면 강동리 736-1,중앙선,109,활용,미사용,계획 없음,계획없음,8.0, ,3460.0,가능,3.01,143862.0,26248.0,0,-1.4908993832173405,-1.510036901356672
19283,강원본부,경상북도 영주시 평은면 강동리 887-1,중앙선,17,활용,미사용,계획 없음,계획없음,1.0, ,5610.0,가능,3.01,17978.0,3280.0,0,-1.8335977767240281,-1.465369744059256
19284,강원본부,경상북도 영주시 평은면 강동리 903-2,중앙선,575,활용,미사용,계획 없음,계획없음,44.0, ,4120.0,가능,3.01,791210.0,152741.0,0,0.2848442755133628,-1.5459275764784093
19285,강원본부,경상북도 영주시 평은면 강동리 905-2,중앙선,621,활용,미사용,계획 없음,계획없음,47.0, ,5610.0,가능,3.01,845155.0,163155.0,0,0.4387002028018724,-1.5257994109124773
19286,강원본부,경상북도 영주시 평은면 강동리 913-2,중앙선,572,활용,미사용,계획 없음,계획없음,44.0, ,5440.0,가능,3.01,791210.0,152741.0,0,0.2809880057630295,-1.5240021232252319
19287,강원본부,경상북도 영주시 평은면 강동리 913-4,중앙선,516,활용,미사용,계획 없음,계획없음,39.0, ,3460.0,가능,3.01,701294.0,135383.0,0,0.04503071880921079,-1.550670770469315
19288,강원본부,경상북도 영주시 평은면 강동리 914-1,중앙선,20,활용,미사용,계획 없음,계획없음,1.0, ,3460.0,가능,3.01,17978.0,3280.0,0,-1.829215069372982,-1.5009534822214412
19289,강원본부,경상북도 영주시 평은면 강동리 955-3,중앙선,291,활용,미사용,계획 없음,계획없음,22.0, ,4120.0,가능,3.01,395605.0,72181.0,0,-0.8106872304212592,-1.517615242290953
19290,강원본부,경상북도 영주시 평은면 강동리 955-4,중앙선,393,활용,미사용,계획 없음,계획없음,30.0, ,4120.0,가능,3.01,539464.0,104142.0,0,-0.4046890745063926,-1.5276562821495159
19291,강원본부,경상북도 영주시 평은면 강동리 959-2,중앙선,1385,활용,미사용,계획 없음,계획없음,106.0, ,4120.0,가능,3.01,1906097.0,366194.0,2,3.3366118301072794,-1.6272264297461372
19292,강원본부,경상북도 영주시 평은면 강동리 산 145-2,중앙선,595,활용,미사용,계획 없음,계획없음,45.0, ,469.0,가능,3.01,809193.0,156213.0,0,0.3434596609600837,-1.6077882462125144
19295,강원본부,경상북도 영주시 평은면 강동리 산 147-3,중앙선,99,활용,미사용,계획 없음,계획없음,7.0, ,462.0,가능,3.01,125875.0,22967.0,0,-1.5345989680713874,-1.5582581209938373
19296,강원본부,경상북도 영주시 평은면 강동리 산 147-4,중앙선,79,활용,미사용,계획 없음,계획없음,6.0, ,511.0,가능,3.01,107893.0,19686.0,0,-1.5902914322487998,-1.5556590809644273
19297,강원본부,경상북도 영주시 평은면 강동리 산 71-3,중앙선,1091,활용,미사용,계획 없음,계획없음,83.0, ,1580.0,가능,3.01,1492502.0,288124.0,2,2.2163553005979213,-1.6392353567539701
19298,강원본부,경상북도 영주시 평은면 강동리 산 71-5,중앙선,397,활용,미사용,계획 없음,계획없음,30.0, ,388.0,가능,3.01,539464.0,104142.0,0,-0.39829661650762893,-1.5893409883030265
